[0712/152533:ERROR:process_info.cc(608)] range at 0xff308000, size 0x230 fully unreadable
[0804/125216:ERROR:process_info.cc(608)] range at 0xff686000, size 0xf84 fully unreadable
[0804/125216:ERROR:process_info.cc(608)] range at 0xff55f000, size 0xf84 fully unreadable
[0804/125216:ERROR:process_info.cc(608)] range at 0xff55c000, size 0xf84 fully unreadable
[0804/125216:ERROR:process_info.cc(608)] range at 0xff559000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7f7000, size 0x230 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7ff000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7cf000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7cc000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7c9000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe7c6000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe69f000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe69c000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe699000, size 0xf84 fully unreadable
[0804/125257:ERROR:process_info.cc(608)] range at 0xfe696000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff293000, size 0x230 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff29e000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff298000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff26f000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff26c000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff269000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff266000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff13f000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff13c000, size 0xf84 fully unreadable
[0804/125328:ERROR:process_info.cc(608)] range at 0xff139000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee53000, size 0x230 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee5f000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee56000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee2f000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee2c000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee29000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfee26000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfecff000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfecfc000, size 0xf84 fully unreadable
[0804/125433:ERROR:process_info.cc(608)] range at 0xfecf9000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfeaa9000, size 0x230 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfeaaf000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfeaa5000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfea7f000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfea7c000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfea79000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfea76000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfe94f000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfe94c000, size 0xf84 fully unreadable
[0804/125508:ERROR:process_info.cc(608)] range at 0xfe949000, size 0xf84 fully unreadable
[0804/125519:ERROR:process_info.cc(608)] range at 0xff81e000, size 0x230 fully unreadable
[0804/125519:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINSPOOL.DRV
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72770000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9600.17031_none_a9efdb8b01377ea7\COMCTL32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\COMDLG32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x767c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ole32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74af0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\OLEAUT32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\NSI.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73720000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINNSI.DLL
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73730000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\IPHLPAPI.DLL
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76020000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WS2_32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6e3d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USP10.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76340000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSASN1.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76900000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPT32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76ef0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINTRUST.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74690000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\Secur32.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf8f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_child.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6e200000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\dwrite.dll
[0804/125519:ERROR:process_reader_win.cc(232)] ReadMemory at 0x106c374 of 12 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125519:WARNING:process_snapshot_win.cc(102)] ReadMemory ExceptionInformation failed
[0804/125519:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0804/125519:ERROR:scoped_process_suspend.cc(38)] NtResumeProcess, ntstatus=-1073741558
[0804/125540:ERROR:process_info.cc(608)] range at 0xff05e000, size 0x230 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xff05d000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xff02f000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xff02c000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xff029000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xff026000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xfeeff000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xfeefc000, size 0xf84 fully unreadable
[0804/125540:ERROR:process_info.cc(608)] range at 0xfeef9000, size 0xf84 fully unreadable
[0804/125541:ERROR:process_info.cc(608)] range at 0xfeef6000, size 0xf84 fully unreadable
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0xfb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x77000000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ntdll.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x766f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNELBASE.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76450000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNEL32.DLL
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76da0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\msvcrt.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x749a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\bcryptPrimitives.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74a00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPTBASE.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74a10000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SspiCli.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x760b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\RPCRT4.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76070000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\sechost.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ADVAPI32.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6e3f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_elf.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x746c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\VERSION.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76d60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\cfgmgr32.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71f20000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\DEVOBJ.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMMBASE.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74b90000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\GDI32.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x761f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USER32.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6e4e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\inproc_agent.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x745a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\product_info.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6e4a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\ProgramData\Kaspersky Lab\AVP16.0.0\Bases\klsihk.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76350000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSCTF.dll
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x768d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\system32\IMM32.DLL
[0804/125541:ERROR:process_reader_win.cc(232)] ReadMemory at 0x716d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0804/125541:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMM.dll
